</s> 10
198 14
201 26
11 26
262 12
13 26
290 25
286 5
284 25
447 26
257 25
220 14
287 12
314 26
326 25
373 25
339 6
465 6
26 0
247 26
340 26
351 25
250 26
329 25
251 20
318 5
355 25
345 26
550 6
407 0
837 25
82 25
607 23
307 0
319 12
25 3
683 20
12 24
379 25
416 12
616 0
764 25
423 17
543 5
502 26
30 26
475 6
477 17
422 12
428 6
673 26
0 26
531 26
484 17
564 26
523 23
547 12
383 14
366 25
389 5
530 17
606 17
40 26
1169 13
281 5
511 6
393 5
508 15
561 6
481 0
645 0
618 17
392 13
356 17
587 6
503 9
612 17
83 26
644 26
611 26
510 9
1 26
960 26
534 0
517 21
466 26
796 14
582 17
438 26
843 11
679 25
656 9
705 25
306 23
338 26
464 3
64 16
276 9
845 26
714 23
67 3
621 17
783 26
640 25
2236 3
750 26
31 24
2488 24
617 17
2402 0
357 24
788 9
259 16
468 5
597 0
588 29
546 26
1659 13
584 5
691 6
760 26
884 21
815 0
1462 13
674 0
1870 3
278 28
716 26
922 17
925 6
460 26
878 9
514 0
1310 26
766 26
625 31
887 26
734 12
632 25
717 25
526 26
743 0
898 0
881 23
2241 23
663 5
706 12
62 26
1282 26
1770 26
910 26
1049 0
1276 26
5562 13
866 9
777 21
467 26
246 26
14210 3
880 17
1110 17
1625 9
1239 26
810 10
1468 17
852 6
883 17
787 0
703 26
1450 17
749 5
757 9
835 26
554 14
271 4
1165 26
11906 18
88 15
1021 9
635 25
1816 9
1204 21
270 13
292 16
1231 23
317 14
890 17
1244 0
994 26
553 26
1267 24
1497 9
772 23
261 15
258 13
892 26
976 6
1807 26
263 8
1793 11
1375 26
2951 22
2156 17
661 17
790 17
867 17
76 26
1544 3
991 23
385 16
1011 0
32 3
400 24
736 9
288 8
260 8
272 16
572 29
17903 3
1182 9
996 23
273 8
832 31
1028 12
1842 0
1537 3
4808 26
12722 11
655 26
938 26
2147 26
981 25
1865 23
1718 9
1194 17
268 16
2497 9
301 3
1108 23
1309 3
395 18
2988 0
75 8
1683 26
1862 17
1234 29
1986 22
1577 0
274 16
69 13
2612 23
66 4
1026 26
1243 17
1640 13
1043 6
739 12
1295 17
4480 13
1752 20
60 1
470 26
1115 24
4150 0
9776 13
1364 9
805 10
293 8
321 8
1560 26
297 26
780 6
1639 26
1111 5
1701 26
2061 3
265 16
1438 19
1755 9
9074 26
995 21
14363 13
636 12
78 15
65 16
68 16
836 26
79 4
360 15
86 2
770 5
337 15
2982 20
1464 23
3367 1
1517 26
826 26
3589 0
2000 23
804 26
5822 7
3114 9
921 26
372 13
1760 0
1719 6
812 17
685 24
2504 3
71 15
540 27
649 5
2540 25
1119 12
1297 26
3947 23
500 16
1965 26
1444 15
2802 26
1016 26
414 27
651 26
1022 12
6 26
5832 26
38400 13
282 16
1775 17
8 30
4249 0
2119 9
1365 26
1350 13
70 16
1223 26
2415 17
670 25
390 8
1392 26
4758 13
2921 6
2187 17
3420 9
2832 9
4360 13
46 3
77 16
35750 11
1918 18
886 12
1064 0
1318 31
1363 26
2456 23
2514 3
283 16
2936 23
900 6
50 30
15967 26
1290 9
2589 23
406 15
1662 13
13674 26
266 28
2993 20
350 15
279 4
2582 9
1867 26
1114 5
1573 26
2788 11
1735 9
1657 28
354 8
454 27
72 16
341 27
4544 26
439 13
3244 9
309 15
2407 26
1545 26
298 27
18108 13
1081 12
2474 26
39 3
1123 31
44 3
944 0
415 4
1649 10
2835 9
364 10
418 16
818 3
1871 17
22027 0
285 24
1266 17
3181 9
327 15
2949 3
3809 20
9838 3
709 20
5297 26
3595 17
765 26
81 15
2740 0
1002 0
1528 17
913 23
33 3
5223 23
516 27
2063 17
1751 17
311 15
3656 26
3285 26
3025 18
569 15
16896 26
35 3
1201 25
1326 13
2900 9
494 8
440 15
402 10
1525 13
34 3
775 26
555 23
347 15
316 8
2077 6
1611 23
2314 0
403 27
2405 0
680 27
1576 26
2138 23
2081 19
654 2
1178 17
1908 6
308 2
303 26
857 21
1997 26
1320 26
1336 22
1029 31
1813 6
1978 17
2666 0
1200 26
3329 26
4145 18
294 3
1944 6
3347 26
1440 24
51 3
2048 23
10597 9
1139 26
367 15
2282 26
5848 18
992 28
1975 26
1748 12
5779 26
1499 17
5600 0
324 16
2046 28
1820 13
3666 3
1781 26
614 24
368 4
1854 0
973 5
14150 13
6204 9
2045 9
43 3
3750 26
3956 20
2399 14
1334 17
1474 9
8712 26
2158 6
1176 21
13557 1
376 15
277 4
1629 12
1212 3
3436 26
779 5
267 2
1394 0
544 16
1956 17
85 20
9373 26
1502 6
3332 9
1406 26
505 13
1722 3
333 8
1654 26
1900 5
1203 18
1342 21
320 27
1637 17
2636 18
47 30
1306 10
1541 17
378 27
444 4
374 29
1858 3
1660 31
10846 26
3371 9
2107 17
18855 13
4361 0
1675 11
1633 28
1242 18
4504 10
5812 26
1690 21
3754 16
666 16
296 16
2162 12
2937 3
2300 26
1048 0
1566 12
1175 7
9930 13
1863 31
264 4
8117 13
1767 18
1738 0
3996 9
3252 18
533 3
3653 17
1218 25
388 4
2911 0
1532 3
1728 21
1641 6
371 15
6164 3
7091 13
3450 21
1141 12
417 16
300 4
2735 11
1181 6
869 3
1402 31
1551 6
2346 21
1661 17
3830 9
5661 13
2627 12
6423 3
1521 26
784 24
323 8
1890 3
4534 18
1248 24
1612 26
3804 9
1037 0
2460 17
2215 3
813 26
1337 0
594 27
1771 0
1280 9
1626 31
1210 9
8183 24
58 30
1550 12
5642 23
1058 25
954 20
1102 27
7319 17
6738 13
1135 3
291 4
4601 0
446 8
2157 9
710 16
1400 24
1107 26
3214 9
2626 17
568 13
1724 0
3737 23
256 4
3470 17
2035 0
2330 22
275 29
2042 22
1439 10
5101 18
2094 8
49 30
3297 23
590 27
361 26
3872 0
325 4
2722 6
346 16
1936 17
74 15
2222 0
5195 3
352 24
15876 3
2910 18
1100 26
515 27
1716 6
776 16
966 6
1636 10
38 30
89 15
1757 10
73 8
5229 0
280 3
1790 9
3226 11
2406 9
1833 26
2011 26
17 11
1441 6
1339 6
1711 17
3280 0
449 15
2279 20
1588 31
509 15
849 18
2437 3
1359 28
4957 1
1208 9
2029 31
4958 0
84 16
2007 20
774 20
905 25
391 8
1374 11
2933 26
1839 25
2576 26
2073 26
1498 0
3850 26
1811 5
15393 0
986 20
1265 26
37 30
2990 3
16 11
798 20
507 27
2616 20
6557 20
362 24
370 10
3084 9
448 29
396 16
3772 26
520 10
2396 3
5417 28
6621 26
2714 9
313 16
1642 6
2323 9
22474 13
1271 24
442 4
1258 11
4141 7
1466 17
19188 13
2276 6
6180 26
3625 9
24571 13
289 28
299 4
4453 1
1254 23
1327 29
959 8
2637 26
41481 30
1568 25
295 16
1677 30
343 4
2945 9
312 4
2634 8
410 4
18 11
817 3
1109 21
684 8
22427 26
3478 17
1477 28
2392 23
3240 17
10919 13
829 29
8223 29
408 20
336 28
4151 28
6071 18
1088 31
6159 0
6504 28
5891 26
1296 21
359 4
945 8
1848 0
2728 0
2677 1
4030 9
412 16
525 27
5302 26
2339 13
599 28
1692 21
8727 13
563 16
480 8
1068 9
1597 17
3223 28
1808 20
19338 3
1324 13
269 4
1138 9
781 28
6451 20
2479 17
3844 3
397 16
557 8
761 0
828 0
2801 23
5428 7
1526 8
437 27
1561 26
2759 23
1913 31
4719 0
1492 19
602 27
3492 9
2692 11
19 11
2263 9
707 26
3211 9
430 16
10594 13
9538 18
4190 22
2126 23
6842 0
844 8
3148 18
496 17
1664 6
2219 21
330 4
1745 0
2121 18
4252 28
1057 9
2426 21
8805 3
322 8
711 25
2237 17
732 13
1744 6
56 30
4120 6
344 4
2264 8
12518 13
10783 0
559 8
2266 22
3511 26
4656 0
2739 10
2128 28
4692 28
1881 25
2293 25
2366 9
627 4
5246 26
1128 23
993 11
349 16
9476 0
4203 23
2087 26
8104 9
302 31
2750 14
3767 6
4437 18
6029 22
513 24
6283 23
2095 19
363 16
952 8
5189 3
45 30
2227 26
3152 3
1106 20
10205 20
1616 26
1302 3
3360 23
1171 6
342 11
1613 17
1903 12
1099 0
504 16
4721 9
2565 21
459 8
304 4
2089 26
1069 27
3505 26
20 11
404 16
786 8
1180 21
1969 9
1877 31
1864 21
4167 0
2058 3
2005 29
7 30
1479 0
896 2
2953 3
1621 19
6227 0
5158 20
3940 9
7787 26
660 8
4324 9
4966 9
983 25
642 24
4803 10
8208 17
3869 22
9816 7
2252 6
8212 23
4459 0
427 29
1547 7
3919 13
8716 23
2957 12
4844 0
411 4
30079 26
669 16
2986 8
21 11
6181 0
3993 28
399 15
5982 9
1422 26
1487 23
9675 26
434 27
53 30
54 3
629 29
495 27
3725 21
10953 23
549 4
22 11
2331 21
1804 26
353 4
1040 4
1826 3
1283 23
305 8
648 20
3734 22
672 27
5281 9
1708 12
2975 9
3549 13
2368 25
4379 23
8278 9
847 13
4625 13
5422 28
3336 30
3823 9
2700 18
6150 9
578 16
23 11
583 24
2332 22
604 24
3022 26
576 4
421 4
499 16
929 29
565 29
471 14
4074 12
4162 26
3724 11
3914 3
2139 6
11691 26
2877 17
2769 28
14108 13
450 27
42 30
671 8
4053 26
3393 9
3496 25
1838 18
1183 26
7361 1
595 23
3288 21
1676 27
527 26
4472 18
2642 0
1622 25
474 4
3792 3
1546 30
24 11
3088 20
2495 26
485 16
699 27
15807 0
3344 7
940 11
1157 11
2184 7
11989 11
2647 25
36258 11
455 3
2292 6
2652 26
577 18
820 17
1485 11
3594 10
1065 11
2737 11
